eventID;year;month;day;hour;minute;second;longitude;latitude;depth;magnitude
1360;1961;12;4;16;12;12;-78.300;0.300;33;6.47
1361;1961;12;9;3;58;55;-75.700;-14.900;39;5.3
1362;1961;12;9;3;58;55;-75.700;-14.900;39;6.81
1363;1961;12;24;17;15;44;-81.000;-5.800;33;6.16
1364;1962;1;10;2;55;1;-68.000;-17.100;208;4.86
1365;1962;1;24;3;1;19;-66.700;-21.600;219;5.54
1366;1962;1;25;7;26;4;-69.600;-15.700;190;4.6
1367;1962;2;18;23;8;41;-70.000;-23.300;128;5.82
1368;1962;2;27;14;3;31;-68.400;-18.900;188;5.71
1369;1962;3;1;2;12;37;-74.300;-15.700;64;5.9
1370;1962;3;4;0;41;42;-75.200;-10.600;33;6.52
1371;1962;3;12;1;52;37;-72.600;-13.900;91;5
1372;1962;3;19;21;4;16;-73.500;-16.800;33;5.1
1373;1962;3;22;20;50;36;-70.700;-14.900;119;5.1
1374;1962;4;18;19;14;37;-79.000;-10.000;39;6.7
1375;1962;5;4;23;8;5;-80.100;-0.900;74;6.3
1376;1962;5;25;21;28;28;-65.200;-24.300;69;6.22
1377;1962;6;15;6;30;35;-70.600;-20.500;33;5.42
1378;1962;7;15;14;43;50;-78.900;-9.300;80;5.9
1379;1962;7;25;6;5;15;-75.500;-14.300;100;5.2
1380;1962;7;25;6;55;56;-75.000;-16.300;33;5.3
1381;1962;7;30;6;58;35;-77.000;-2.500;146;6.71
1382;1962;7;31;11;25;3;-66.700;-19.400;267;5.62
1383;1962;8;9;0;21;10;-70.000;-22.400;160;5.09
1384;1962;8;13;6;35;56;-83.476;2.131;10;5.95
1385;1962;8;19;23;12;53;-70.300;-26.700;65;5.35
1386;1962;9;27;7;50;28;-64.900;-17.900;120;5.2
1387;1962;9;27;12;30;53;-68.700;-18.400;59;5.37
1388;1962;9;28;22;14;52;-76.700;-13.800;61;4.8
1389;1962;9;29;5;21;49;-68.000;-20.000;26;5.96
1390;1962;9;29;7;58;20;-70.500;-17.100;33;6
1391;1962;9;29;7;58;20;-70.500;-17.100;33;6.52
1392;1962;9;29;15;17;49;-63.311;-27.089;573;6.42
1393;1962;11;6;12;23;22;-79.800;-4.000;84;6.22
1394;1962;11;11;3;52;19;-78.800;-1.200;59;6.61
1395;1962;11;15;23;25;15;-79.800;-8.700;45;6.2
1396;1962;12;4;7;23;4;-65.600;-21.800;300;5.28
1397;1962;12;8;21;27;22;-63.210;-25.802;588.7;7.15
1398;1962;12;21;21;27;51;-80.921;-1.040;25;5.96
1399;1962;12;24;17;43;5;-78.700;-8.400;80;5.1
1400;1962;12;29;10;41;7;-69.927;-20.105;50;6.2
1401;1963;1;16;15;9;11;-67.700;-23.900;109;5.02
1402;1963;1;16;20;20;51;-76.800;-3.900;102;6
1403;1963;1;17;19;30;59;-75.100;-8.300;124;5.8
1404;1963;1;22;8;32;35;-75.000;-11.600;47;4.9
1405;1963;2;3;11;18;9;-77.100;-9.100;33;4.6
1406;1963;2;6;21;43;24;-70.900;-28.300;12;5.28
1407;1963;2;24;5;38;19;-72.500;-15.100;97;5.3
1408;1963;2;25;8;8;18;-65.600;-28.100;20;5.54
1409;1963;2;27;11;0;42;-73.600;-15.100;105;5.5
1410;1963;3;5;7;5;0;-81.500;-4.500;22;5.8
1411;1963;3;10;10;51;49;-71.612;-30.038;50;5.6
1412;1963;3;27;3;38;6;-67.500;-21.100;234;5.54
1413;1963;3;31;16;40;50;-66.800;-21.500;234;5.54
1414;1963;4;3;1;35;59;-78.400;-4.800;33;4.9
1415;1963;4;4;6;7;21;-75.000;3.900;33;5.35
1416;1963;4;4;8;26;26;-73.000;-16.300;95;5
1417;1963;4;13;2;20;58;-76.500;-6.200;125;6.9
1418;1963;4;13;7;51;43;-68.400;-32.000;33;4.88
1419;1963;4;15;5;40;43;-69.000;-23.800;112;5.28
1420;1963;4;20;16;55;53;-66.200;-22.700;247;5.11
1421;1963;4;24;7;10;13;-66.400;-20.900;164;5.54
1422;1963;4;28;5;22;5;-78.100;-11.700;10;5.3
1423;1963;4;28;21;57;28;-68.700;-24.200;82;5.2
1424;1963;4;30;23;50;26;-66.900;-22.200;95;5.03
1425;1963;4;30;23;50;26;-66.900;-22.200;95;5.03
1426;1963;5;7;16;23;11;-68.700;-22.100;112;5.88
1427;1963;5;10;13;5;22;-74.400;-8.000;143;4.9
1428;1963;5;10;13;5;22;-74.400;-8.000;143;6.81
1429;1963;5;10;22;22;44;-77.623;-2.188;20;6.6
1430;1963;5;11;21;3;0;-79.200;-2.900;33;4.2
1431;1963;5;14;11;23;0;-80.200;0.700;25;4.4
1432;1963;5;17;14;11;5;-73.900;-14.100;94;5.4
1433;1963;5;18;5;33;26;-68.600;-29.700;42;5.37
1434;1963;5;18;5;33;26;-68.819;-29.637;15;5.97
1435;1963;5;19;23;31;25;-69.400;-17.700;137;6.39
1436;1963;5;20;13;22;8;-77.600;1.100;148;5.35
1437;1963;5;23;3;57;43;-80.800;-1.600;90;5.03
1438;1963;5;23;3;57;43;-80.800;-1.600;90;5.03
1439;1963;5;25;0;14;38;-69.100;-21.000;113;5.37
1440;1963;5;25;1;50;58;-66.800;-23.600;216;4.86
1441;1963;5;26;12;43;46;-72.400;-16.900;47;5.1
1442;1963;5;31;4;39;14;-68.300;-17.900;57;5.11
1443;1963;6;3;12;44;3;-66.800;-29.900;245;4.82
1444;1963;6;7;0;20;51;-67.000;-24.100;180;5.45
1445;1963;6;22;16;21;29;-68.300;-31.000;129;4.86
1446;1963;6;24;1;21;3;-69.400;-15.300;179;4.5
1447;1963;6;30;11;9;49;-75.200;-7.300;43;4.8
1448;1963;6;30;12;43;56;-77.900;-8.800;94;4.7
1449;1963;7;5;5;48;13;-77.500;-11.600;55;6
1450;1963;7;9;18;56;0;-68.100;-29.100;33;5.09
1451;1963;7;14;9;8;32;-69.100;-31.700;110;5.96
1452;1963;7;18;11;15;11;-67.000;-22.500;258;4.94
1453;1963;7;22;16;33;22;-73.700;-12.500;79;4.9
1454;1963;8;4;12;7;24;-80.900;-4.100;34;5.1
1455;1963;8;13;12;39;0;-80.400;-3.100;66;4.3
1456;1963;8;15;0;47;5;-76.100;2.800;33;5.42
1457;1963;8;15;17;25;6;-69.300;-13.800;543;7.8
1458;1963;8;17;20;56;41;-67.400;-20.300;33;4.94
1459;1963;8;18;23;7;54;-71.900;-14.200;31;5
1460;1963;8;20;20;14;31;-80.900;0.000;64;5.35
1461;1963;8;23;13;35;57;-67.800;-17.300;33;4.86
1462;1963;8;30;0;43;19;-66.300;-23.300;239;4.94
1463;1963;8;31;10;30;30;-74.400;-15.900;53;4.6
1464;1963;9;2;4;10;18;-76.400;-14.100;41;4.9
1465;1963;9;2;13;2;7;-62.600;-18.200;33;4.86
1466;1963;9;10;7;36;8;-73.600;-14.600;176;4.5
1467;1963;9;12;2;28;53;-67.600;-22.000;160;4.86
1468;1963;9;17;7;34;38;-77.900;-1.500;178;5.35
1469;1963;9;24;8;30;1;-68.400;-28.600;94;5.2
1470;1963;9;24;16;30;18;-78.089;-10.648;64.1;6.9
1471;1963;10;6;12;10;47;-75.000;-9.000;82;4.6
1472;1963;10;6;12;10;47;-75.000;-9.000;82;5.37
1473;1963;10;7;12;43;53;-76.800;-12.900;69;5.7
1474;1963;10;8;6;25;7;-71.600;-6.600;557;3.72
1475;1963;10;17;2;11;35;-63.400;-21.500;33;4.86
1476;1963;10;19;2;14;17;-71.200;-18.300;78;4.9
1477;1963;10;27;7;45;26;-71.700;-14.700;121;4.7
1478;1963;10;28;2;50;30;-76.900;-13.600;38;4.6
1479;1963;10;28;2;50;30;-76.900;-13.600;38;5.2
1480;1963;10;29;15;49;10;-68.600;-24.800;67;5.28
1481;1963;10;30;1;17;31;-77.900;-4.800;20;5.6
1482;1963;10;30;1;17;34;-78.700;-4.920;40;5.54
1483;1963;11;2;16;7;13;-74.700;-12.500;105;4.8
1484;1963;11;3;3;10;12;-77.800;-3.500;18;6.2
1485;1963;11;3;4;24;48;-78.300;-4.300;146;4.7
1486;1963;11;4;1;3;13;-79.700;2.300;62;5.35
1487;1963;11;6;1;28;46;-77.700;-4.200;170;4.6
1488;1963;11;6;18;33;25;-69.700;-16.700;174;5.1
1489;1963;11;9;21;15;32;-71.483;-9.127;591;7.6
1490;1963;11;12;12;26;45;-72.400;-15.800;33;4.5
1491;1963;11;15;0;18;52;-76.800;-4.700;152;4.8
1492;1963;11;18;7;17;50;-74.500;-16.500;54;4.8
1493;1963;11;22;18;57;2;-67.900;-21.000;87;5.11
1494;1963;11;27;7;41;1;-65.800;-23.300;164;5.2
1495;1963;11;29;1;58;45;-73.700;-15.100;124;5.1
1496;1963;12;3;23;3;47;-69.962;-22.691;35;6.3
1497;1963;12;4;4;21;22;-80.400;-7.100;45;4.9
1498;1963;12;13;4;16;13;-78.400;-2.700;109;4.86
1499;1963;12;19;14;54;43;-80.800;-8.300;33;4.8
1500;1963;12;19;14;54;43;-80.800;-8.300;33;5.37
1501;1963;12;27;0;9;59;-72.700;-13.400;42;4.6
1502;1964;1;3;5;20;32;-69.200;-19.400;62;4.23
1503;1964;1;3;13;27;51;-76.000;-5.300;106;4.7
1504;1964;1;5;20;25;50;-69.400;-21.690;92;4.54
1505;1964;1;6;16;12;46;-67.800;-23.700;206;4.54
1506;1964;1;7;14;0;22;-73.000;2.010;33;4.74
1507;1964;1;9;11;47;56;-65.710;-30.890;183;4.54
1508;1964;1;12;6;40;34;-82.910;3.490;34;4.54
1509;1964;1;12;14;21;53;-74.720;-11.710;152;4.7
1510;1964;1;12;23;33;41;-69.340;-19.270;208;4.44
1511;1964;1;13;4;0;50;-66.500;-28.930;49;5.03
1512;1964;1;21;12;34;35;-69.100;-21.600;33;4.64
1513;1964;1;23;11;38;0;-79.400;-2.200;418;3.7
1514;1964;1;25;3;46;41;-85.300;1.320;41;4.74
1515;1964;1;26;9;9;35;-71.620;-16.360;116;6.2
1516;1964;1;28;13;3;50;-71.850;-14.820;136;4.6
1517;1964;2;1;11;47;37;-77.770;-3.226;87;5.4
1518;1964;2;4;6;24;0;-80.400;-4.000;164;4
1519;1964;2;4;11;27;29;-66.100;-22.400;201;4.44
1520;1964;2;5;2;38;13;-68.800;-20.500;33;4.23
1521;1964;2;5;21;13;20;-69.160;-23.700;94;4.93
1522;1964;2;14;14;35;19;-68.700;-20.100;237;4.54
1523;1964;2;15;10;54;19;-79.360;3.180;65;4.64
1524;1964;2;16;1;47;54;-67.600;-22.400;232;4.23
1525;1964;2;16;10;3;38;-75.670;-7.650;35;4.9
1526;1964;2;17;9;27;59;-72.290;-29.970;33;4.83
1527;1964;2;18;10;33;23;-78.000;-8.300;33;4.9
1528;1964;2;19;6;29;12;-70.720;-17.160;134;4.5
1529;1964;2;19;15;25;55;-70.456;-21.504;50;5.61
1530;1964;2;20;7;22;23;-74.540;-9.320;77;4.9
1531;1964;2;20;10;57;43;-75.620;-13.759;65;4.9
1532;1964;2;20;23;40;6;-70.200;-31.300;78;4.64
1533;1964;2;21;21;52;13;-79.150;-7.340;36;4.8
1534;1964;2;23;4;35;19;-74.200;-17.290;38;4.8
1535;1964;2;23;23;9;14;-84.700;1.300;115;4.44
1536;1964;2;25;9;44;39;-63.000;-22.300;504;4.44
1537;1964;2;27;9;2;25;-82.900;-5.010;30;4.09
1538;1964;3;7;4;50;57;-71.100;-20.100;112;4.54
1539;1964;3;7;4;51;4;-70.400;-18.600;112;4.9
1540;1964;3;7;20;53;28;-78.000;-9.200;30;4.54
1541;1964;3;10;11;27;6;-70.900;-24.730;72;4.54
1542;1964;3;10;22;48;54;-70.640;-18.200;138;4.9
1543;1964;3;13;14;54;2;-77.000;-3.700;30;4.54
1544;1964;3;17;7;41;4;-65.940;-23.840;76;4.44
1545;1964;3;18;18;57;28;-70.900;-29.970;65;4.64
1546;1964;3;19;3;29;11;-69.900;-16.400;127;4.09
1547;1964;3;20;6;55;33;-79.717;-2.061;107;5.71
1548;1964;3;21;2;1;16;-67.400;-22.900;237;3.98
1549;1964;3;22;7;5;37;-77.020;-5.642;116;5.5
1550;1964;3;23;11;20;48;-67.700;-27.700;48;4.54
1551;1964;3;24;6;36;19;-79.400;-5.400;33;4.5
1552;1964;3;24;11;57;9;-65.000;-24.700;95;4.54
1553;1964;3;24;17;38;9;-69.600;-27.830;76;4.74
1554;1964;3;26;5;25;6;-76.550;-5.137;120;5.2
1555;1964;3;29;6;10;56;-77.700;-14.300;33;4.54
1556;1964;3;31;15;20;29;-66.860;-22.860;221;4.64
1557;1964;4;3;13;46;40;-78.879;-8.714;83;5.2
1558;1964;4;8;1;44;10;-68.000;-27.600;176;4.09
1559;1964;4;8;16;1;9;-73.400;-16.270;100;4.5
1560;1964;4;9;21;54;41;-71.080;-18.380;21;5.4
1561;1964;4;14;6;7;20;-69.200;-20.790;114;4.54
1562;1964;4;14;16;50;30;-73.400;-15.300;30;4.35
1563;1964;4;17;9;28;46;-69.600;-20.700;33;4.64
1564;1964;4;17;20;52;16;-70.300;-24.820;68;4.83
1565;1964;4;20;10;51;16;-68.852;-22.843;98;4.83
1566;1964;4;20;10;52;4;-71.900;-18.700;40;5.71
1567;1964;4;21;10;16;46;-68.000;-22.000;30;4.54
1568;1964;4;24;8;19;41;-69.000;-28.000;30;4.33
1569;1964;4;25;11;46;15;-70.460;-15.690;219;4.5
1570;1964;4;25;13;36;7;-69.500;-15.590;268;4.5
1571;1964;4;28;19;33;31;-70.100;-17.300;127;4.7
1572;1964;4;30;10;49;11;-71.400;-24.700;33;4.83
1573;1964;5;5;3;26;55;-72.760;-18.660;28;5.2
1574;1964;5;8;20;36;55;-69.269;-24.225;78;5.12
1575;1964;5;9;20;6;35;-82.550;-5.790;19;4.9
1576;1964;5;9;20;6;43;-81.300;-5.330;126;4.83
1577;1964;5;12;8;27;4;-77.300;-0.600;33;4.35
1578;1964;5;13;23;33;23;-73.400;-16.700;30;4.09
1579;1964;5;14;11;30;16;-70.860;-15.560;185;4.5
1580;1964;5;18;4;15;5;-73.530;-12.150;81;4.8
1581;1964;5;19;23;3;0;-80.226;-0.862;35;6.2
1582;1964;5;19;23;3;0;-80.250;-0.860;10.8;5.7
1583;1964;5;23;16;42;7;-69.200;-16.300;235;4.6
1584;1964;5;24;18;1;33;-71.590;-23.399;9;4.83
1585;1964;5;26;13;46;2;-74.200;-14.300;113;4.09
1586;1964;5;27;20;48;44;-66.300;-22.300;94;4.54
1587;1964;5;28;12;49;59;-74.848;-13.404;103;5.4
1588;1964;5;29;5;35;11;-67.460;-32.370;145;4.35
1589;1964;5;30;19;24;43;-70.174;-28.430;91;4.54
1590;1964;6;1;21;25;44;-66.000;-28.300;41;4.64
1591;1964;6;3;10;27;11;-67.500;-22.220;130;4.44
1592;1964;6;4;11;46;3;-76.306;-9.758;121;5.7
1593;1964;6;7;20;10;20;-68.276;-30.542;45;5.32
1594;1964;6;7;20;10;25;-67.800;-30.000;44;5.28
1595;1964;6;9;18;16;16;-79.026;-0.164;57;5.03
1596;1964;6;21;6;54;48;-73.413;-15.290;95;5.3
1597;1964;6;21;10;7;24;-82.700;3.710;23;4.35
1598;1964;6;23;2;4;40;-79.980;-2.650;39;5.32
1599;1964;6;25;11;47;3;-63.800;-22.860;532;4.54
1600;1964;6;27;17;19;54;-65.900;-27.800;110;4.74
1601;1964;6;28;5;52;34;-71.700;-13.800;253;3.98
1602;1964;7;1;22;49;20;-73.256;-14.310;84;5.6
1603;1964;7;2;9;9;37;-74.360;-11.500;7;5
1604;1964;7;4;13;58;56;-66.100;-22.070;272;4.44
1605;1964;7;5;22;14;59;-75.110;-10.240;135;5.3
1606;1964;7;5;22;14;59;-75.110;-10.240;135;4.25
1607;1964;7;8;9;43;44;-67.720;-30.570;81;4.09
1608;1964;7;9;13;58;35;-64.610;-17.200;33;4.74
1609;1964;7;11;8;15;40;-78.100;-2.750;148;4.15
1610;1964;7;15;3;49;13;-75.600;-11.100;33;4.44
1611;1964;7;19;23;9;57;-69.500;-25.200;33;4.54
1612;1964;7;23;19;19;2;-66.814;-27.830;160;5.22
1613;1964;7;25;19;31;0;-71.044;-27.802;30;6.5
1614;1964;7;26;2;23;26;-64.500;-22.000;30;4.83
1615;1964;7;26;13;55;40;-78.400;2.600;64;5.51
1616;1964;8;2;8;14;5;-69.630;-17.250;5;4.7
1617;1964;8;2;21;8;22;-70.000;-29.000;30;4.93
1618;1964;8;3;21;29;40;-78.000;3.420;68;4.74
1619;1964;8;5;8;26;1;-70.300;-30.940;131;4.35
1620;1964;8;7;19;57;53;-85.100;1.700;99;4.44
1621;1964;8;9;8;20;12;-67.500;-22.000;30;4.35
1622;1964;8;9;8;26;0;-78.800;-1.700;175;3.8
1623;1964;8;11;14;12;37;-84.260;2.940;54;4.83
1624;1964;8;14;19;25;34;-80.040;0.270;70;4.64
1625;1964;8;15;4;51;36;-70.200;-13.600;30;4.35
1626;1964;8;17;0;59;19;-74.300;-15.040;108;4.35
1627;1964;8;17;8;42;46;-67.000;-22.070;188;4.54
1628;1964;8;18;4;45;1;-71.539;-26.430;15;6.7
1629;1964;8;18;14;26;37;-68.500;-27.500;30;4.44
1630;1964;8;18;14;54;56;-72.500;-27.800;33;4.44
1631;1964;8;19;14;0;38;-75.260;-6.920;15;4.9
1632;1964;8;20;0;27;48;-78.900;2.080;55;4.64
1633;1964;8;21;10;13;34;-66.100;-19.610;203;4.74
1634;1964;8;23;10;30;27;-72.200;-30.780;69;4.35
1635;1964;8;24;10;37;23;-77.920;-1.500;178;5.32
1636;1964;8;26;20;47;51;-68.800;-28.690;91;4.64
1637;1964;8;26;21;37;27;-73.800;-14.600;30;4.54
1638;1964;8;27;21;46;41;-78.340;1.470;140;4.44
1639;1964;8;29;4;16;24;-69.800;-30.720;153;4.83
1640;1964;8;29;6;5;25;-66.430;-19.340;241;5.12
1641;1964;9;4;9;3;3;-71.600;-28.640;44;4.93
1642;1964;9;5;4;35;28;-76.800;1.060;90;4.54
1643;1964;9;6;16;13;22;-66.627;-21.469;213;5.12
1644;1964;9;10;17;37;11;-69.770;-32.990;95;5.49
1645;1964;9;10;21;36;32;-81.454;-4.797;25;4.9
1646;1964;9;12;17;8;41;-67.410;-18.650;259;4.44
1647;1964;9;16;20;32;11;-68.200;-29.600;109;4.64
1648;1964;9;18;6;0;8;-67.200;-21.340;240;3.87
1649;1964;9;19;17;26;12;-81.685;-5.940;10;5
1650;1964;9;22;9;5;6;-70.493;-23.983;24;4.93
1651;1964;9;29;20;31;52;-69.350;-16.360;139;4.5
1652;1964;10;2;20;41;47;-79.687;-9.100;32;5
1653;1964;10;6;4;11;44;-67.600;-28.200;215;4.35
1654;1964;10;7;17;2;34;-78.900;-6.430;15;3.76
1655;1964;10;8;10;55;26;-79.600;-2.780;131;4.15
1656;1964;10;11;14;19;14;-71.671;-18.001;37;5.3
1657;1964;10;13;23;54;13;-76.800;-13.570;61;5
1658;1964;10;17;7;45;33;-72.600;-13.460;44;4.9
1659;1964;10;20;14;14;10;-68.500;-23.000;30;4.44
1660;1964;10;21;8;34;5;-81.100;-6.700;100;3.98
1661;1964;10;21;18;23;56;-67.600;-20.230;219;4.44
1662;1964;10;22;3;2;58;-69.000;-23.600;194;4.64
1663;1964;10;22;10;4;51;-71.600;-21.300;15;4.54
1664;1964;10;22;15;23;17;-68.400;-20.450;170;4.54
1665;1964;10;23;10;7;35;-64.400;-30.800;79;4.12
1666;1964;10;25;22;56;31;-78.890;-2.070;48;5.51
1667;1964;10;26;15;9;19;-67.200;-18.100;281;4.64
1668;1964;10;28;0;22;11;-71.231;-29.569;59;5.12
1669;1964;10;28;3;54;26;-68.200;-23.800;220;3.87
1670;1964;11;1;4;4;24;-73.000;3.000;30;3.87
1671;1964;11;2;6;51;1;-76.742;-4.011;105;6
1672;1964;11;5;4;8;27;-81.000;-4.500;30;3.98
1673;1964;11;6;16;31;15;-67.500;-21.120;202;4.64
1674;1964;11;9;4;21;45;-66.650;-22.290;300;3.87
1675;1964;11;10;4;17;9;-67.800;-24.050;203;4.25
1676;1964;11;11;18;48;56;-75.340;-13.680;81;5.3
1677;1964;11;18;0;12;2;-75.700;-10.500;94;4.8
1678;1964;11;18;5;1;5;-67.705;-31.266;22;5.7
1679;1964;11;20;10;30;36;-77.800;-5.000;281;3.87
1680;1964;11;21;9;49;21;-68.190;-27.990;46;4.35
1681;1964;11;22;5;24;9;-66.600;-23.190;195;4.74
1682;1964;11;23;10;26;41;-70.300;-20.000;129;4.15
1683;1964;11;23;10;47;17;-71.100;-31.300;82;4.54
1684;1964;11;25;4;35;47;-69.700;-21.440;32;4.74
1685;1964;11;26;20;48;41;-67.500;-23.240;222;4.09
1686;1964;11;28;16;49;31;-71.367;-7.912;640;5.6
1687;1964;11;29;3;24;46;-80.600;-4.520;254;4.64
1688;1964;11;29;3;24;55;-80.280;-4.120;100;4.8
1689;1964;11;29;17;8;27;-79.210;-4.740;98;4.54
1690;1964;11;29;22;54;49;-67.100;-21.730;265;3.54
1691;1964;12;2;8;17;35;-68.700;-23.260;101;4.74
1692;1964;12;6;3;15;38;-70.600;-15.530;168;5
1693;1964;12;7;6;2;15;-80.900;-4.900;203;3.65
1694;1964;12;7;21;3;48;-79.830;2.700;38;5.22
1695;1964;12;8;9;14;31;-82.000;-21.300;48;5.32
1696;1964;12;9;13;35;3;-63.228;-27.403;582;6.3
1697;1964;12;10;2;35;40;-76.730;1.900;202;4.15
1698;1964;12;12;11;16;55;-76.200;2.470;63;3.98
1699;1964;12;13;13;26;15;-64.900;-25.000;33;4.74
1700;1964;12;15;16;20;11;-76.770;-7.150;33;5.2
1701;1964;12;17;4;43;56;-84.620;1.860;27;4.93
1702;1964;12;21;1;4;17;-69.730;-23.530;107;4.83
1703;1964;12;23;11;11;51;-68.560;-19.670;167;4.44
1704;1964;12;25;17;56;43;-68.770;-25.190;101;5.12
1705;1964;12;26;5;30;13;-72.200;-16.700;59;4.09
1706;1965;1;1;20;59;13;-69.580;-19.940;147;4.54
1707;1965;1;2;3;49;14;-69.200;-20.400;30;4.93
1708;1965;1;2;5;25;10;-71.040;-15.910;69;4.9
1709;1965;1;6;15;26;33;-79.373;-9.687;35;4.9
1710;1965;1;6;16;30;37;-81.520;-0.890;21;4.93
1711;1965;1;7;11;57;30;-76.700;-3.100;30;4.9
1712;1965;1;7;14;17;22;-70.890;-15.500;30;4.8
1713;1965;1;7;18;52;29;-73.940;3.640;42;4.54
1714;1965;1;9;12;3;14;-67.172;-32.205;146;4.64
1715;1965;1;9;14;35;14;-80.000;-9.800;26;4.9
1716;1965;1;10;3;43;46;-81.400;-3.320;22;5.2
1717;1965;1;11;9;27;39;-74.900;-16.800;33;4.8
1718;1965;1;11;9;27;39;-76.600;-16.800;33;4.44
1719;1965;1;12;13;36;51;-74.983;-9.747;36;5.6
1720;1965;1;14;8;25;19;-81.366;-5.648;32;5.8
1721;1965;1;16;16;59;45;-79.600;-4.100;226;4.25
1722;1965;1;16;20;28;5;-68.820;-20.030;228;4.35
1723;1965;1;19;15;18;42;-67.240;-28.297;143;5.42
1724;1965;1;19;21;40;5;-72.600;-16.200;116;4.83
1725;1965;1;21;12;35;54;-66.400;-32.300;26;4.54
1726;1965;1;23;14;48;26;-74.500;-8.400;33;4.7
1727;1965;1;24;9;43;2;-75.100;-8.700;30;4.54
1728;1965;1;25;10;3;36;-67.200;-20.000;9;5.03
1729;1965;1;25;22;36;39;-74.474;-9.478;115;4.7
1730;1965;1;25;22;36;56;-75.500;-11.400;115;4.54
1731;1965;1;26;13;48;44;-80.900;-0.660;158;4.25
1732;1965;1;26;14;17;53;-80.750;-0.410;81;4.83
1733;1965;1;26;16;54;15;-75.757;-14.379;57;4.7
1734;1965;1;26;16;54;15;-76.100;-14.820;33;4.74
1735;1965;1;27;2;10;18;-78.400;2.500;214;3.44
1736;1965;1;28;5;35;0;-78.580;-12.860;16;5.2
1737;1965;1;28;9;38;55;-72.700;-29.020;51;4.54
1738;1965;1;29;4;35;49;-70.900;-18.900;224;4.09
1739;1965;2;7;4;37;39;-66.700;-21.850;143;4.44
1740;1965;2;9;11;53;5;-68.700;-17.100;93;4.64
1741;1965;2;11;16;10;30;-77.895;-1.480;179;5.32
1742;1965;2;12;7;2;50;-71.800;-30.000;33;4.54
1743;1965;2;13;22;30;21;-67.300;-24.800;33;5.03
1744;1965;2;18;3;54;22;-63.500;-22.500;542;4.74
1745;1965;2;20;18;0;17;-79.100;-4.300;266;3.87
1746;1965;2;20;21;10;13;-72.710;-18.455;15;5.3
1747;1965;2;21;14;9;18;-68.970;-22.720;103;5.03
1748;1965;2;27;9;15;1;-70.500;-20.100;85;4.35
1749;1965;3;1;9;4;36;-69.724;-28.981;100;5.03
1750;1965;3;2;3;46;50;-84.100;2.850;95;4.83
1751;1965;3;3;13;5;28;-83.900;3.300;33;4.64
1752;1965;3;6;4;43;12;-78.300;-1.260;53;4.54
1753;1965;3;7;6;33;19;-78.980;3.350;47;5.03
1754;1965;3;7;10;34;29;-68.600;-26.280;82;4.35
1755;1965;3;8;23;11;33;-67.044;-24.407;172;5.51
1756;1965;3;12;22;54;46;-77.856;-5.799;38;5.3
1757;1965;3;15;5;8;51;-74.900;-17.500;13;5.8
1758;1965;3;15;5;8;51;-75.300;-17.500;13;4.74
1759;1965;3;20;13;2;20;-70.370;-20.020;20;4.83
1760;1965;3;22;3;5;35;-66.754;-24.042;192;5.61
1761;1965;3;23;4;5;43;-72.200;-32.700;33;4.64
1762;1965;3;24;11;16;50;-68.500;-18.500;33;5.12
1763;1965;3;28;5;30;28;-72.432;-15.277;118;5
1764;1965;3;28;10;0;1;-74.160;-15.935;68;5.6
1765;1965;3;28;16;33;6;-71.233;-32.522;70;7.4
1766;1965;3;30;10;26;33;-63.200;-22.000;260;4.35
1767;1965;3;31;20;22;47;-69.400;-24.800;33;4.74
1768;1965;4;4;5;53;45;-79.760;1.410;99;4.44
1769;1965;4;6;19;21;50;-78.252;-3.146;93;5.3
1770;1965;4;8;0;2;47;-79.607;-8.327;35;4.7
1771;1965;4;12;4;1;14;-67.110;-18.640;265;3.98
1772;1965;4;12;19;36;42;-70.712;-26.622;50;5.71
1773;1965;4;15;2;0;10;-75.600;-5.720;33;4.9
1774;1965;4;16;12;51;56;-67.900;-21.230;174;5.12
1775;1965;4;22;22;14;5;-78.642;-5.997;111;5
1776;1965;4;27;20;9;7;-85.075;1.333;15;5.8
1777;1965;4;30;0;54;6;-84.400;2.480;69;4.64
1778;1965;5;3;1;17;55;-84.270;3.290;75;4.83
1779;1965;5;3;12;51;57;-69.700;-26.700;19;4.83
1780;1965;5;3;16;9;9;-67.927;-24.281;110;5.7
1781;1965;5;3;19;17;30;-68.810;-22.070;33;4.74
1782;1965;5;4;12;10;41;-73.330;-16.530;78;4.9
1783;1965;5;5;9;13;58;-75.861;-13.861;89;5
1784;1965;5;6;2;25;13;-68.281;-25.063;88;5.22
1785;1965;5;7;23;56;16;-68.398;-21.979;109;5.71
1786;1965;5;8;22;22;40;-71.600;-13.700;20;4.8
1787;1965;5;10;8;35;21;-70.692;-17.335;107;4.9
1788;1965;5;12;9;42;34;-77.050;-14.400;20;4.83
1789;1965;5;12;19;35;41;-65.760;-21.964;274;5.32
1790;1965;5;13;2;23;24;-63.881;-19.292;594;5.32
1791;1965;5;19;8;5;14;-79.400;-1.790;71;4.25
1792;1965;5;20;9;55;15;-80.760;-3.770;30;4.9
1793;1965;5;22;0;36;48;-68.600;-20.800;57;4.74
1794;1965;5;25;3;33;13;-63.390;-17.770;33;4.64
1795;1965;5;29;4;25;16;-74.400;-10.100;33;4.6
1796;1965;5;29;19;57;16;-67.000;-23.300;33;4.44
1797;1965;6;6;21;41;40;-80.600;-1.370;75;4.54
