,Fault Source Name,Slip Rate,Lower Seismogenic Depth,Dip,Magnitude Scaling Relationship,Mmax (L),Mmax (P),Mmax (U)
666,FallaCerroRocoso,Pref,Upper,Pref,Pref,6.4,6.7,7.0
667,FallaChascoso,Pref,Upper,Pref,Pref,6.02,6.32,6.62
668,FallaChololo,Pref,Upper,Pref,Pref,7.07,7.37,7.67
669,FallaChulibaya,Pref,Upper,Pref,Pref,6.25,6.55,6.85
670,FallaCupine-pampaTrapiche,Pref,Upper,Pref,Pref,7.28,7.58,7.88
671,FallaMesacalane,Pref,Upper,Pref,Pref,6.25,6.55,6.85
672,FallaTambo,Pref,Upper,Pref,Pref,6.94,7.24,7.54
673,FallaToquepala,Pref,Upper,Pref,Pref,7.08,7.38,7.68
674,ZonadefallasCarumas-Calacoa,Pref,Upper,Pref,Pref,7.1,7.4,7.7
675,ZonadefallasCoralaque,Pref,Upper,Pref,Pref,6.74,7.04,7.34
676,ZonadefallasHuaynaputina,Pref,Upper,Pref,Pref,6.82,7.12,7.42
677,ZonadefallasIchuna,Pref,Upper,Pref,Pref,7.26,7.56,7.86
678,ZonadefallasPastoGrande,Pref,Upper,Pref,Pref,7.02,7.32,7.62
679,ZonadefallasTicsani-Suches,Pref,Upper,Pref,Pref,6.88,7.18,7.48
680,FallaPurgatorio,Pref,Pref,Pref,Pref,6.97,7.27,7.57
681,FallaIncapuquio,Pref,Pref,Pref,Pref,7.14,7.44,7.74
682,FallaMicalaco,Pref,Pref,Pref,Pref,6.75,7.05,7.35
683,FallaCerroRocoso,Pref,Pref,Pref,Pref,6.32,6.62,6.92
684,FallaChascoso,Pref,Pref,Pref,Pref,5.94,6.24,6.54
685,FallaChololo,Pref,Pref,Pref,Pref,6.99,7.29,7.59
686,FallaChulibaya,Pref,Pref,Pref,Pref,6.17,6.47,6.77
687,FallaCupine-pampaTrapiche,Pref,Pref,Pref,Pref,7.2,7.5,7.8
688,FallaMesacalane,Pref,Pref,Pref,Pref,6.17,6.47,6.77
689,FallaTambo,Pref,Pref,Pref,Pref,6.87,7.17,7.47
690,FallaToquepala,Pref,Pref,Pref,Pref,7.0,7.3,7.6
691,ZonadefallasCarumas-Calacoa,Pref,Pref,Pref,Pref,7.02,7.32,7.62
692,ZonadefallasCoralaque,Pref,Pref,Pref,Pref,6.67,6.97,7.27
693,ZonadefallasHuaynaputina,Pref,Pref,Pref,Pref,6.74,7.04,7.34
694,ZonadefallasIchuna,Pref,Pref,Pref,Pref,7.18,7.48,7.78
695,ZonadefallasPastoGrande,Pref,Pref,Pref,Pref,6.94,7.24,7.54
696,ZonadefallasTicsani-Suches,Pref,Pref,Pref,Pref,6.8,7.1,7.4
697,FallaPurgatorio,Pref,Lower,Pref,Pref,6.87,7.17,7.47
698,FallaIncapuquio,Pref,Lower,Pref,Pref,7.04,7.34,7.64
699,FallaMicalaco,Pref,Lower,Pref,Pref,6.66,6.96,7.26
700,FallaCerroRocoso,Pref,Lower,Pref,Pref,6.22,6.52,6.82
701,FallaChascoso,Pref,Lower,Pref,Pref,5.85,6.15,6.45
702,FallaChololo,Pref,Lower,Pref,Pref,6.89,7.19,7.49
703,FallaChulibaya,Pref,Lower,Pref,Pref,6.07,6.37,6.67
704,FallaCupine-pampaTrapiche,Pref,Lower,Pref,Pref,7.1,7.4,7.7
705,FallaMesacalane,Pref,Lower,Pref,Pref,6.07,6.37,6.67
706,FallaTambo,Pref,Lower,Pref,Pref,6.77,7.07,7.37
707,FallaToquepala,Pref,Lower,Pref,Pref,6.91,7.21,7.51
708,ZonadefallasCarumas-Calacoa,Pref,Lower,Pref,Pref,6.93,7.23,7.53
709,ZonadefallasCoralaque,Pref,Lower,Pref,Pref,6.57,6.87,7.17
710,ZonadefallasHuaynaputina,Pref,Lower,Pref,Pref,6.64,6.94,7.24
711,ZonadefallasIchuna,Pref,Lower,Pref,Pref,7.08,7.38,7.68
712,ZonadefallasPastoGrande,Pref,Lower,Pref,Pref,6.84,7.14,7.44
713,ZonadefallasTicsani-Suches,Pref,Lower,Pref,Pref,6.71,7.01,7.31
714,FallaPurgatorio,Pref,Upper,Pref,Lower,7.05,7.35,7.65
715,FallaIncapuquio,Pref,Upper,Pref,Lower,7.22,7.52,7.82
716,FallaMicalaco,Pref,Upper,Pref,Lower,6.83,7.13,7.43
717,FallaCerroRocoso,Pref,Upper,Pref,Lower,6.4,6.7,7.0
718,FallaChascoso,Pref,Upper,Pref,Lower,6.02,6.32,6.62
719,FallaChololo,Pref,Upper,Pref,Lower,7.07,7.37,7.67
720,FallaChulibaya,Pref,Upper,Pref,Lower,6.25,6.55,6.85
721,FallaCupine-pampaTrapiche,Pref,Upper,Pref,Lower,7.28,7.58,7.88
722,FallaMesacalane,Pref,Upper,Pref,Lower,6.25,6.55,6.85
723,FallaTambo,Pref,Upper,Pref,Lower,6.94,7.24,7.54
724,FallaToquepala,Pref,Upper,Pref,Lower,7.08,7.38,7.68
725,ZonadefallasCarumas-Calacoa,Pref,Upper,Pref,Lower,7.1,7.4,7.7
726,ZonadefallasCoralaque,Pref,Upper,Pref,Lower,6.74,7.04,7.34
727,ZonadefallasHuaynaputina,Pref,Upper,Pref,Lower,6.82,7.12,7.42
728,ZonadefallasIchuna,Pref,Upper,Pref,Lower,7.26,7.56,7.86
729,ZonadefallasPastoGrande,Pref,Upper,Pref,Lower,7.02,7.32,7.62
730,ZonadefallasTicsani-Suches,Pref,Upper,Pref,Lower,6.88,7.18,7.48
731,FallaPurgatorio,Pref,Pref,Pref,Lower,6.97,7.27,7.57
732,FallaIncapuquio,Pref,Pref,Pref,Lower,7.14,7.44,7.74
733,FallaMicalaco,Pref,Pref,Pref,Lower,6.75,7.05,7.35
734,FallaCerroRocoso,Pref,Pref,Pref,Lower,6.32,6.62,6.92
735,FallaChascoso,Pref,Pref,Pref,Lower,5.94,6.24,6.54
736,FallaChololo,Pref,Pref,Pref,Lower,6.99,7.29,7.59
737,FallaChulibaya,Pref,Pref,Pref,Lower,6.17,6.47,6.77
738,FallaCupine-pampaTrapiche,Pref,Pref,Pref,Lower,7.2,7.5,7.8
739,FallaMesacalane,Pref,Pref,Pref,Lower,6.17,6.47,6.77
740,FallaTambo,Pref,Pref,Pref,Lower,6.87,7.17,7.47
741,FallaToquepala,Pref,Pref,Pref,Lower,7.0,7.3,7.6
742,ZonadefallasCarumas-Calacoa,Pref,Pref,Pref,Lower,7.02,7.32,7.62
743,ZonadefallasCoralaque,Pref,Pref,Pref,Lower,6.67,6.97,7.27
744,ZonadefallasHuaynaputina,Pref,Pref,Pref,Lower,6.74,7.04,7.34
745,ZonadefallasIchuna,Pref,Pref,Pref,Lower,7.18,7.48,7.78
746,ZonadefallasPastoGrande,Pref,Pref,Pref,Lower,6.94,7.24,7.54
747,ZonadefallasTicsani-Suches,Pref,Pref,Pref,Lower,6.8,7.1,7.4
748,FallaPurgatorio,Pref,Lower,Pref,Lower,6.87,7.17,7.47
749,FallaIncapuquio,Pref,Lower,Pref,Lower,7.04,7.34,7.64
750,FallaMicalaco,Pref,Lower,Pref,Lower,6.66,6.96,7.26
751,FallaCerroRocoso,Pref,Lower,Pref,Lower,6.22,6.52,6.82
752,FallaChascoso,Pref,Lower,Pref,Lower,5.85,6.15,6.45
753,FallaChololo,Pref,Lower,Pref,Lower,6.89,7.19,7.49
754,FallaChulibaya,Pref,Lower,Pref,Lower,6.07,6.37,6.67
755,FallaCupine-pampaTrapiche,Pref,Lower,Pref,Lower,7.1,7.4,7.7
756,FallaMesacalane,Pref,Lower,Pref,Lower,6.07,6.37,6.67
757,FallaTambo,Pref,Lower,Pref,Lower,6.77,7.07,7.37
758,FallaToquepala,Pref,Lower,Pref,Lower,6.91,7.21,7.51
759,ZonadefallasCarumas-Calacoa,Pref,Lower,Pref,Lower,6.93,7.23,7.53
760,ZonadefallasCoralaque,Pref,Lower,Pref,Lower,6.57,6.87,7.17
761,ZonadefallasHuaynaputina,Pref,Lower,Pref,Lower,6.64,6.94,7.24
762,ZonadefallasIchuna,Pref,Lower,Pref,Lower,7.08,7.38,7.68
763,ZonadefallasPastoGrande,Pref,Lower,Pref,Lower,6.84,7.14,7.44
764,ZonadefallasTicsani-Suches,Pref,Lower,Pref,Lower,6.71,7.01,7.31
765,FallaPurgatorio,Lower,Upper,Pref,Upper,7.05,7.35,7.65
766,FallaIncapuquio,Lower,Upper,Pref,Upper,7.22,7.52,7.82
767,FallaMicalaco,Lower,Upper,Pref,Upper,6.83,7.13,7.43
768,FallaCerroRocoso,Lower,Upper,Pref,Upper,6.4,6.7,7.0
769,FallaChascoso,Lower,Upper,Pref,Upper,6.02,6.32,6.62
770,FallaChololo,Lower,Upper,Pref,Upper,7.07,7.37,7.67
771,FallaChulibaya,Lower,Upper,Pref,Upper,6.25,6.55,6.85
772,FallaCupine-pampaTrapiche,Lower,Upper,Pref,Upper,7.28,7.58,7.88
773,FallaMesacalane,Lower,Upper,Pref,Upper,6.25,6.55,6.85
774,FallaTambo,Lower,Upper,Pref,Upper,6.94,7.24,7.54
775,FallaToquepala,Lower,Upper,Pref,Upper,7.08,7.38,7.68
776,ZonadefallasCarumas-Calacoa,Lower,Upper,Pref,Upper,7.1,7.4,7.7
777,ZonadefallasCoralaque,Lower,Upper,Pref,Upper,6.74,7.04,7.34
778,ZonadefallasHuaynaputina,Lower,Upper,Pref,Upper,6.82,7.12,7.42
779,ZonadefallasIchuna,Lower,Upper,Pref,Upper,7.26,7.56,7.86
780,ZonadefallasPastoGrande,Lower,Upper,Pref,Upper,7.02,7.32,7.62
781,ZonadefallasTicsani-Suches,Lower,Upper,Pref,Upper,6.88,7.18,7.48
782,FallaPurgatorio,Lower,Pref,Pref,Upper,6.97,7.27,7.57
783,FallaIncapuquio,Lower,Pref,Pref,Upper,7.14,7.44,7.74
784,FallaMicalaco,Lower,Pref,Pref,Upper,6.75,7.05,7.35
785,FallaCerroRocoso,Lower,Pref,Pref,Upper,6.32,6.62,6.92
786,FallaChascoso,Lower,Pref,Pref,Upper,5.94,6.24,6.54
787,FallaChololo,Lower,Pref,Pref,Upper,6.99,7.29,7.59
788,FallaChulibaya,Lower,Pref,Pref,Upper,6.17,6.47,6.77
789,FallaCupine-pampaTrapiche,Lower,Pref,Pref,Upper,7.2,7.5,7.8
790,FallaMesacalane,Lower,Pref,Pref,Upper,6.17,6.47,6.77
791,FallaTambo,Lower,Pref,Pref,Upper,6.87,7.17,7.47
792,FallaToquepala,Lower,Pref,Pref,Upper,7.0,7.3,7.6
793,ZonadefallasCarumas-Calacoa,Lower,Pref,Pref,Upper,7.02,7.32,7.62
794,ZonadefallasCoralaque,Lower,Pref,Pref,Upper,6.67,6.97,7.27
795,ZonadefallasHuaynaputina,Lower,Pref,Pref,Upper,6.74,7.04,7.34
796,ZonadefallasIchuna,Lower,Pref,Pref,Upper,7.18,7.48,7.78
797,ZonadefallasPastoGrande,Lower,Pref,Pref,Upper,6.94,7.24,7.54
798,ZonadefallasTicsani-Suches,Lower,Pref,Pref,Upper,6.8,7.1,7.4
799,FallaPurgatorio,Lower,Lower,Pref,Upper,6.87,7.17,7.47
800,FallaIncapuquio,Lower,Lower,Pref,Upper,7.04,7.34,7.64
801,FallaMicalaco,Lower,Lower,Pref,Upper,6.66,6.96,7.26
802,FallaCerroRocoso,Lower,Lower,Pref,Upper,6.22,6.52,6.82
803,FallaChascoso,Lower,Lower,Pref,Upper,5.85,6.15,6.45
804,FallaChololo,Lower,Lower,Pref,Upper,6.89,7.19,7.49
805,FallaChulibaya,Lower,Lower,Pref,Upper,6.07,6.37,6.67
806,FallaCupine-pampaTrapiche,Lower,Lower,Pref,Upper,7.1,7.4,7.7
807,FallaMesacalane,Lower,Lower,Pref,Upper,6.07,6.37,6.67
808,FallaTambo,Lower,Lower,Pref,Upper,6.77,7.07,7.37
809,FallaToquepala,Lower,Lower,Pref,Upper,6.91,7.21,7.51
810,ZonadefallasCarumas-Calacoa,Lower,Lower,Pref,Upper,6.93,7.23,7.53
811,ZonadefallasCoralaque,Lower,Lower,Pref,Upper,6.57,6.87,7.17
812,ZonadefallasHuaynaputina,Lower,Lower,Pref,Upper,6.64,6.94,7.24
813,ZonadefallasIchuna,Lower,Lower,Pref,Upper,7.08,7.38,7.68
814,ZonadefallasPastoGrande,Lower,Lower,Pref,Upper,6.84,7.14,7.44
815,ZonadefallasTicsani-Suches,Lower,Lower,Pref,Upper,6.71,7.01,7.31
816,FallaPurgatorio,Lower,Upper,Pref,Pref,7.05,7.35,7.65
817,FallaIncapuquio,Lower,Upper,Pref,Pref,7.22,7.52,7.82
818,FallaMicalaco,Lower,Upper,Pref,Pref,6.83,7.13,7.43
819,FallaCerroRocoso,Lower,Upper,Pref,Pref,6.4,6.7,7.0
820,FallaChascoso,Lower,Upper,Pref,Pref,6.02,6.32,6.62
821,FallaChololo,Lower,Upper,Pref,Pref,7.07,7.37,7.67
822,FallaChulibaya,Lower,Upper,Pref,Pref,6.25,6.55,6.85
823,FallaCupine-pampaTrapiche,Lower,Upper,Pref,Pref,7.28,7.58,7.88
824,FallaMesacalane,Lower,Upper,Pref,Pref,6.25,6.55,6.85
825,FallaTambo,Lower,Upper,Pref,Pref,6.94,7.24,7.54
826,FallaToquepala,Lower,Upper,Pref,Pref,7.08,7.38,7.68
827,ZonadefallasCarumas-Calacoa,Lower,Upper,Pref,Pref,7.1,7.4,7.7
828,ZonadefallasCoralaque,Lower,Upper,Pref,Pref,6.74,7.04,7.34
829,ZonadefallasHuaynaputina,Lower,Upper,Pref,Pref,6.82,7.12,7.42
830,ZonadefallasIchuna,Lower,Upper,Pref,Pref,7.26,7.56,7.86
831,ZonadefallasPastoGrande,Lower,Upper,Pref,Pref,7.02,7.32,7.62
832,ZonadefallasTicsani-Suches,Lower,Upper,Pref,Pref,6.88,7.18,7.48
833,FallaPurgatorio,Lower,Pref,Pref,Pref,6.97,7.27,7.57
834,FallaIncapuquio,Lower,Pref,Pref,Pref,7.14,7.44,7.74
835,FallaMicalaco,Lower,Pref,Pref,Pref,6.75,7.05,7.35
836,FallaCerroRocoso,Lower,Pref,Pref,Pref,6.32,6.62,6.92
837,FallaChascoso,Lower,Pref,Pref,Pref,5.94,6.24,6.54
838,FallaChololo,Lower,Pref,Pref,Pref,6.99,7.29,7.59
839,FallaChulibaya,Lower,Pref,Pref,Pref,6.17,6.47,6.77
840,FallaCupine-pampaTrapiche,Lower,Pref,Pref,Pref,7.2,7.5,7.8
841,FallaMesacalane,Lower,Pref,Pref,Pref,6.17,6.47,6.77
842,FallaTambo,Lower,Pref,Pref,Pref,6.87,7.17,7.47
843,FallaToquepala,Lower,Pref,Pref,Pref,7.0,7.3,7.6
844,ZonadefallasCarumas-Calacoa,Lower,Pref,Pref,Pref,7.02,7.32,7.62
845,ZonadefallasCoralaque,Lower,Pref,Pref,Pref,6.67,6.97,7.27
846,ZonadefallasHuaynaputina,Lower,Pref,Pref,Pref,6.74,7.04,7.34
847,ZonadefallasIchuna,Lower,Pref,Pref,Pref,7.18,7.48,7.78
848,ZonadefallasPastoGrande,Lower,Pref,Pref,Pref,6.94,7.24,7.54
849,ZonadefallasTicsani-Suches,Lower,Pref,Pref,Pref,6.8,7.1,7.4
850,FallaPurgatorio,Lower,Lower,Pref,Pref,6.87,7.17,7.47
851,FallaIncapuquio,Lower,Lower,Pref,Pref,7.04,7.34,7.64
852,FallaMicalaco,Lower,Lower,Pref,Pref,6.66,6.96,7.26
853,FallaCerroRocoso,Lower,Lower,Pref,Pref,6.22,6.52,6.82
854,FallaChascoso,Lower,Lower,Pref,Pref,5.85,6.15,6.45
855,FallaChololo,Lower,Lower,Pref,Pref,6.89,7.19,7.49
856,FallaChulibaya,Lower,Lower,Pref,Pref,6.07,6.37,6.67
857,FallaCupine-pampaTrapiche,Lower,Lower,Pref,Pref,7.1,7.4,7.7
858,FallaMesacalane,Lower,Lower,Pref,Pref,6.07,6.37,6.67
859,FallaTambo,Lower,Lower,Pref,Pref,6.77,7.07,7.37
860,FallaToquepala,Lower,Lower,Pref,Pref,6.91,7.21,7.51
861,ZonadefallasCarumas-Calacoa,Lower,Lower,Pref,Pref,6.93,7.23,7.53
862,ZonadefallasCoralaque,Lower,Lower,Pref,Pref,6.57,6.87,7.17
863,ZonadefallasHuaynaputina,Lower,Lower,Pref,Pref,6.64,6.94,7.24
864,ZonadefallasIchuna,Lower,Lower,Pref,Pref,7.08,7.38,7.68
865,ZonadefallasPastoGrande,Lower,Lower,Pref,Pref,6.84,7.14,7.44
866,ZonadefallasTicsani-Suches,Lower,Lower,Pref,Pref,6.71,7.01,7.31
867,FallaPurgatorio,Lower,Upper,Pref,Lower,7.05,7.35,7.65
868,FallaIncapuquio,Lower,Upper,Pref,Lower,7.22,7.52,7.82
869,FallaMicalaco,Lower,Upper,Pref,Lower,6.83,7.13,7.43
870,FallaCerroRocoso,Lower,Upper,Pref,Lower,6.4,6.7,7.0
871,FallaChascoso,Lower,Upper,Pref,Lower,6.02,6.32,6.62
872,FallaChololo,Lower,Upper,Pref,Lower,7.07,7.37,7.67
873,FallaChulibaya,Lower,Upper,Pref,Lower,6.25,6.55,6.85
874,FallaCupine-pampaTrapiche,Lower,Upper,Pref,Lower,7.28,7.58,7.88
875,FallaMesacalane,Lower,Upper,Pref,Lower,6.25,6.55,6.85
876,FallaTambo,Lower,Upper,Pref,Lower,6.94,7.24,7.54
877,FallaToquepala,Lower,Upper,Pref,Lower,7.08,7.38,7.68
878,ZonadefallasCarumas-Calacoa,Lower,Upper,Pref,Lower,7.1,7.4,7.7
879,ZonadefallasCoralaque,Lower,Upper,Pref,Lower,6.74,7.04,7.34
880,ZonadefallasHuaynaputina,Lower,Upper,Pref,Lower,6.82,7.12,7.42
881,ZonadefallasIchuna,Lower,Upper,Pref,Lower,7.26,7.56,7.86
882,ZonadefallasPastoGrande,Lower,Upper,Pref,Lower,7.02,7.32,7.62
883,ZonadefallasTicsani-Suches,Lower,Upper,Pref,Lower,6.88,7.18,7.48
884,FallaPurgatorio,Lower,Pref,Pref,Lower,6.97,7.27,7.57
885,FallaIncapuquio,Lower,Pref,Pref,Lower,7.14,7.44,7.74
886,FallaMicalaco,Lower,Pref,Pref,Lower,6.75,7.05,7.35
887,FallaCerroRocoso,Lower,Pref,Pref,Lower,6.32,6.62,6.92
888,FallaChascoso,Lower,Pref,Pref,Lower,5.94,6.24,6.54
889,FallaChololo,Lower,Pref,Pref,Lower,6.99,7.29,7.59
890,FallaChulibaya,Lower,Pref,Pref,Lower,6.17,6.47,6.77
891,FallaCupine-pampaTrapiche,Lower,Pref,Pref,Lower,7.2,7.5,7.8
892,FallaMesacalane,Lower,Pref,Pref,Lower,6.17,6.47,6.77
893,FallaTambo,Lower,Pref,Pref,Lower,6.87,7.17,7.47
894,FallaToquepala,Lower,Pref,Pref,Lower,7.0,7.3,7.6
895,ZonadefallasCarumas-Calacoa,Lower,Pref,Pref,Lower,7.02,7.32,7.62
896,ZonadefallasCoralaque,Lower,Pref,Pref,Lower,6.67,6.97,7.27
897,ZonadefallasHuaynaputina,Lower,Pref,Pref,Lower,6.74,7.04,7.34
898,ZonadefallasIchuna,Lower,Pref,Pref,Lower,7.18,7.48,7.78
899,ZonadefallasPastoGrande,Lower,Pref,Pref,Lower,6.94,7.24,7.54
900,ZonadefallasTicsani-Suches,Lower,Pref,Pref,Lower,6.8,7.1,7.4
901,FallaPurgatorio,Lower,Lower,Pref,Lower,6.87,7.17,7.47
902,FallaIncapuquio,Lower,Lower,Pref,Lower,7.04,7.34,7.64
903,FallaMicalaco,Lower,Lower,Pref,Lower,6.66,6.96,7.26
904,FallaCerroRocoso,Lower,Lower,Pref,Lower,6.22,6.52,6.82
905,FallaChascoso,Lower,Lower,Pref,Lower,5.85,6.15,6.45
906,FallaChololo,Lower,Lower,Pref,Lower,6.89,7.19,7.49
907,FallaChulibaya,Lower,Lower,Pref,Lower,6.07,6.37,6.67
908,FallaCupine-pampaTrapiche,Lower,Lower,Pref,Lower,7.1,7.4,7.7
909,FallaMesacalane,Lower,Lower,Pref,Lower,6.07,6.37,6.67
910,FallaTambo,Lower,Lower,Pref,Lower,6.77,7.07,7.37
911,FallaToquepala,Lower,Lower,Pref,Lower,6.91,7.21,7.51
912,ZonadefallasCarumas-Calacoa,Lower,Lower,Pref,Lower,6.93,7.23,7.53
913,ZonadefallasCoralaque,Lower,Lower,Pref,Lower,6.57,6.87,7.17
914,ZonadefallasHuaynaputina,Lower,Lower,Pref,Lower,6.64,6.94,7.24
915,ZonadefallasIchuna,Lower,Lower,Pref,Lower,7.08,7.38,7.68
916,ZonadefallasPastoGrande,Lower,Lower,Pref,Lower,6.84,7.14,7.44
917,ZonadefallasTicsani-Suches,Lower,Lower,Pref,Lower,6.71,7.01,7.31
918,FallaPurgatorio,Upper,Upper,Lower,Upper,7.04,7.34,7.64
919,FallaIncapuquio,Upper,Upper,Lower,Upper,7.16,7.46,7.76
920,FallaMicalaco,Upper,Upper,Lower,Upper,6.82,7.12,7.42
921,FallaCerroRocoso,Upper,Upper,Lower,Upper,6.37,6.67,6.97
922,FallaChascoso,Upper,Upper,Lower,Upper,6.0,6.3,6.6
923,FallaChololo,Upper,Upper,Lower,Upper,7.04,7.34,7.64
924,FallaChulibaya,Upper,Upper,Lower,Upper,6.22,6.52,6.82
925,FallaCupine-pampaTrapiche,Upper,Upper,Lower,Upper,7.21,7.51,7.81
926,FallaMesacalane,Upper,Upper,Lower,Upper,6.21,6.51,6.81
927,FallaTambo,Upper,Upper,Lower,Upper,6.9,7.2,7.5
928,FallaToquepala,Upper,Upper,Lower,Upper,7.08,7.38,7.68
929,ZonadefallasCarumas-Calacoa,Upper,Upper,Lower,Upper,7.06,7.36,7.66
930,ZonadefallasCoralaque,Upper,Upper,Lower,Upper,6.7,7.0,7.3
931,ZonadefallasHuaynaputina,Upper,Upper,Lower,Upper,6.78,7.08,7.38
932,ZonadefallasIchuna,Upper,Upper,Lower,Upper,7.22,7.52,7.82
933,ZonadefallasPastoGrande,Upper,Upper,Lower,Upper,6.98,7.28,7.58
934,ZonadefallasTicsani-Suches,Upper,Upper,Lower,Upper,6.84,7.14,7.44
935,FallaPurgatorio,Upper,Pref,Lower,Upper,6.96,7.26,7.56
936,FallaIncapuquio,Upper,Pref,Lower,Upper,7.08,7.38,7.68
937,FallaMicalaco,Upper,Pref,Lower,Upper,6.75,7.05,7.35
938,FallaCerroRocoso,Upper,Pref,Lower,Upper,6.29,6.59,6.89
939,FallaChascoso,Upper,Pref,Lower,Upper,5.92,6.22,6.52
940,FallaChololo,Upper,Pref,Lower,Upper,6.96,7.26,7.56
941,FallaChulibaya,Upper,Pref,Lower,Upper,6.14,6.44,6.74
942,FallaCupine-pampaTrapiche,Upper,Pref,Lower,Upper,7.13,7.43,7.73
943,FallaMesacalane,Upper,Pref,Lower,Upper,6.13,6.43,6.73
944,FallaTambo,Upper,Pref,Lower,Upper,6.82,7.12,7.42
945,FallaToquepala,Upper,Pref,Lower,Upper,7.0,7.3,7.6
946,ZonadefallasCarumas-Calacoa,Upper,Pref,Lower,Upper,6.98,7.28,7.58
947,ZonadefallasCoralaque,Upper,Pref,Lower,Upper,6.62,6.92,7.22
948,ZonadefallasHuaynaputina,Upper,Pref,Lower,Upper,6.7,7.0,7.3
949,ZonadefallasIchuna,Upper,Pref,Lower,Upper,7.14,7.44,7.74
950,ZonadefallasPastoGrande,Upper,Pref,Lower,Upper,6.9,7.2,7.5
951,ZonadefallasTicsani-Suches,Upper,Pref,Lower,Upper,6.76,7.06,7.36
952,FallaPurgatorio,Upper,Lower,Lower,Upper,6.86,7.16,7.46
953,FallaIncapuquio,Upper,Lower,Lower,Upper,6.98,7.28,7.58
954,FallaMicalaco,Upper,Lower,Lower,Upper,6.65,6.95,7.25
955,FallaCerroRocoso,Upper,Lower,Lower,Upper,6.2,6.5,6.8
956,FallaChascoso,Upper,Lower,Lower,Upper,5.82,6.12,6.42
957,FallaChololo,Upper,Lower,Lower,Upper,6.86,7.16,7.46
958,FallaChulibaya,Upper,Lower,Lower,Upper,6.04,6.34,6.64
959,FallaCupine-pampaTrapiche,Upper,Lower,Lower,Upper,7.03,7.33,7.63
960,FallaMesacalane,Upper,Lower,Lower,Upper,6.03,6.33,6.63
961,FallaTambo,Upper,Lower,Lower,Upper,6.73,7.03,7.33
962,FallaToquepala,Upper,Lower,Lower,Upper,6.9,7.2,7.5
963,ZonadefallasCarumas-Calacoa,Upper,Lower,Lower,Upper,6.88,7.18,7.48
964,ZonadefallasCoralaque,Upper,Lower,Lower,Upper,6.53,6.83,7.13
965,ZonadefallasHuaynaputina,Upper,Lower,Lower,Upper,6.6,6.9,7.2
966,ZonadefallasIchuna,Upper,Lower,Lower,Upper,7.04,7.34,7.64
967,ZonadefallasPastoGrande,Upper,Lower,Lower,Upper,6.8,7.1,7.4
968,ZonadefallasTicsani-Suches,Upper,Lower,Lower,Upper,6.66,6.96,7.26
969,FallaPurgatorio,Upper,Upper,Lower,Pref,7.04,7.34,7.64
970,FallaIncapuquio,Upper,Upper,Lower,Pref,7.16,7.46,7.76
971,FallaMicalaco,Upper,Upper,Lower,Pref,6.82,7.12,7.42
972,FallaCerroRocoso,Upper,Upper,Lower,Pref,6.37,6.67,6.97
973,FallaChascoso,Upper,Upper,Lower,Pref,6.0,6.3,6.6
974,FallaChololo,Upper,Upper,Lower,Pref,7.04,7.34,7.64
975,FallaChulibaya,Upper,Upper,Lower,Pref,6.22,6.52,6.82
976,FallaCupine-pampaTrapiche,Upper,Upper,Lower,Pref,7.21,7.51,7.81
977,FallaMesacalane,Upper,Upper,Lower,Pref,6.21,6.51,6.81
978,FallaTambo,Upper,Upper,Lower,Pref,6.9,7.2,7.5
979,FallaToquepala,Upper,Upper,Lower,Pref,7.08,7.38,7.68
980,ZonadefallasCarumas-Calacoa,Upper,Upper,Lower,Pref,7.06,7.36,7.66
981,ZonadefallasCoralaque,Upper,Upper,Lower,Pref,6.7,7.0,7.3
982,ZonadefallasHuaynaputina,Upper,Upper,Lower,Pref,6.78,7.08,7.38
983,ZonadefallasIchuna,Upper,Upper,Lower,Pref,7.22,7.52,7.82
984,ZonadefallasPastoGrande,Upper,Upper,Lower,Pref,6.98,7.28,7.58
985,ZonadefallasTicsani-Suches,Upper,Upper,Lower,Pref,6.84,7.14,7.44
986,FallaPurgatorio,Upper,Pref,Lower,Pref,6.96,7.26,7.56
987,FallaIncapuquio,Upper,Pref,Lower,Pref,7.08,7.38,7.68
988,FallaMicalaco,Upper,Pref,Lower,Pref,6.75,7.05,7.35
989,FallaCerroRocoso,Upper,Pref,Lower,Pref,6.29,6.59,6.89
990,FallaChascoso,Upper,Pref,Lower,Pref,5.92,6.22,6.52
991,FallaChololo,Upper,Pref,Lower,Pref,6.96,7.26,7.56
992,FallaChulibaya,Upper,Pref,Lower,Pref,6.14,6.44,6.74
993,FallaCupine-pampaTrapiche,Upper,Pref,Lower,Pref,7.13,7.43,7.73
994,FallaMesacalane,Upper,Pref,Lower,Pref,6.13,6.43,6.73
995,FallaTambo,Upper,Pref,Lower,Pref,6.82,7.12,7.42
996,FallaToquepala,Upper,Pref,Lower,Pref,7.0,7.3,7.6
997,ZonadefallasCarumas-Calacoa,Upper,Pref,Lower,Pref,6.98,7.28,7.58
998,ZonadefallasCoralaque,Upper,Pref,Lower,Pref,6.62,6.92,7.22
999,ZonadefallasHuaynaputina,Upper,Pref,Lower,Pref,6.7,7.0,7.3
1000,ZonadefallasIchuna,Upper,Pref,Lower,Pref,7.14,7.44,7.74
1001,ZonadefallasPastoGrande,Upper,Pref,Lower,Pref,6.9,7.2,7.5
1002,ZonadefallasTicsani-Suches,Upper,Pref,Lower,Pref,6.76,7.06,7.36
